date,value
2022-05-12,230.26
2022-05-13,228.58
2022-05-14,268.1
2022-05-15,240.53
2022-05-16,250.83
2022-05-17,226.56
2022-05-18,213.92
2022-05-19,228.37
2022-05-20,245.4
2022-05-21,219.82
2022-05-22,219.72
2022-05-23,225.75
2022-05-24,230.56
2022-05-25,238.55
2022-05-26,235.9
2022-05-27,233.12
2022-05-28,203.85
2022-05-29,225.84
2022-05-30,217.1
2022-05-31,225.73
2022-06-01,221.34
2022-06-02,225.92
2022-06-03,235.43
2022-06-04,225.24
2022-06-05,209.41
2022-06-06,233.21
2022-06-07,218.51
2022-06-08,223.27
2022-06-09,223.43
2022-06-10,214.94
2022-06-11,209.63
2022-06-12,227.02
2022-06-13,233.67
2022-06-14,234.98
2022-06-15,196.67
2022-06-16,221.94
2022-06-17,233.11
2022-06-18,245.86
2022-06-19,236.92
2022-06-20,212.88
2022-06-21,220.5
2022-06-22,236.81
2022-06-23,216.94
2022-06-24,202.67
2022-06-25,219.96
2022-06-26,224.4
2022-06-27,228.55
2022-06-28,218.69
2022-06-29,231.76
2022-06-30,220.51
2022-07-01,229.37
2022-07-02,223.8
2022-07-03,205.01
2022-07-04,204.43
2022-07-05,203.85
2022-07-06,226.22
2022-07-07,222.76
2022-07-08,211.77
2022-07-09,227.77
2022-07-10,211.16
2022-07-11,203.37
2022-07-12,222.38
2022-07-13,231.98
2022-07-14,227.66
2022-07-15,212.15
2022-07-16,202.96
2022-07-17,219.48
2022-07-18,234.6
2022-07-19,229.5
2022-07-20,224.44
2022-07-21,210.13
2022-07-22,207.17
2022-07-23,225.46
2022-07-24,203.93
2022-07-25,237.71
2022-07-26,226.94
2022-07-27,208.41
2022-07-28,216.15
2022-07-29,201.03
2022-07-30,213.41
2022-07-31,228.95
2022-08-01,234.59
2022-08-02,222.72
2022-08-03,191.92
2022-08-04,220.14
2022-08-05,219.91
2022-08-06,210.49
2022-08-07,223.51
2022-08-08,202.33
2022-08-09,220.51
2022-08-10,212.38
2022-08-11,218.38
2022-08-12,236.37
2022-08-13,216.13
2022-08-14,207.63
2022-08-15,202.9
2022-08-16,209.05
2022-08-17,229.05
2022-08-18,205.64
2022-08-19,230.29
2022-08-20,216.37
2022-08-21,206.36
2022-08-22,224.14
2022-08-23,193.09
2022-08-24,222.65
2022-08-25,221.77
2022-08-26,229.4
2022-08-27,210.51
2022-08-28,219.56
2022-08-29,212.71
2022-08-30,213.91
2022-08-31,197.45
2022-09-01,222.19
2022-09-02,210.27
2022-09-03,193.99
2022-09-04,205.26
2022-09-05,187.16
2022-09-06,188.18
2022-09-07,195.99
2022-09-08,212.45
2022-09-09,217.91
2022-09-10,195.96
2022-09-11,190.09
2022-09-12,206.05
2022-09-13,203.21
2022-09-14,205.58
2022-09-15,191.22
2022-09-16,232.17
2022-09-17,200.78
2022-09-18,198.06
2022-09-19,208.7
2022-09-20,204.73
2022-09-21,206.5
2022-09-22,199.85
2022-09-23,216.21
2022-09-24,197.93
2022-09-25,214.79
2022-09-26,197.72
2022-09-27,207.35
2022-09-28,190.13
2022-09-29,181.43
2022-09-30,209.56
2022-10-01,195.53
2022-10-02,207.61
2022-10-03,213.16
2022-10-04,191.68
2022-10-05,192.9
2022-10-06,200.19
2022-10-07,196.19
2022-10-08,199.54
2022-10-09,207.53
2022-10-10,188.53
2022-10-11,196.97
2022-10-12,210.28
2022-10-13,206.92
2022-10-14,207.11
2022-10-15,190.98
2022-10-16,198.82
2022-10-17,202.71
2022-10-18,201.8
2022-10-19,190.93
2022-10-20,208.15
2022-10-21,204.2
2022-10-22,185.7
2022-10-23,204.0
2022-10-24,210.5
2022-10-25,192.72
2022-10-26,195.43
2022-10-27,210.3
2022-10-28,181.51
2022-10-29,181.67
2022-10-30,203.49
2022-10-31,192.48
2022-11-01,179.35
2022-11-02,177.92
2022-11-03,200.68
2022-11-04,212.54
2022-11-05,189.51
2022-11-06,188.88
2022-11-07,190.91
2022-11-08,190.82
2022-11-09,204.99
2022-11-10,174.41
2022-11-11,198.47
2022-11-12,214.06
2022-11-13,202.94
2022-11-14,194.8
2022-11-15,199.97
2022-11-16,206.69
2022-11-17,189.52
2022-11-18,180.68
2022-11-19,200.84
2022-11-20,202.04
2022-11-21,188.36
2022-11-22,199.02
2022-11-23,187.58
2022-11-24,215.76
2022-11-25,184.52
2022-11-26,197.15
2022-11-27,202.6
2022-11-28,196.08
2022-11-29,194.56
2022-11-30,225.29
2022-12-01,206.79
2022-12-02,171.88
2022-12-03,209.08
2022-12-04,202.14
2022-12-05,189.98
2022-12-06,173.02
2022-12-07,207.84
2022-12-08,214.8
2022-12-09,186.23
2022-12-10,192.05
2022-12-11,200.48
2022-12-12,201.08
2022-12-13,201.3
2022-12-14,201.78
2022-12-15,190.71
2022-12-16,197.51
2022-12-17,191.51
2022-12-18,206.09
2022-12-19,202.29
2022-12-20,209.83
2022-12-21,195.43
2022-12-22,186.73
2022-12-23,190.28
2022-12-24,199.14
2022-12-25,196.42
2022-12-26,219.75
2022-12-27,201.11
2022-12-28,200.51
2022-12-29,202.56
2022-12-30,190.5
2022-12-31,198.11
2023-01-01,206.72
2023-01-02,218.94
2023-01-03,200.49
2023-01-04,196.14
2023-01-05,196.4
2023-01-06,194.57
2023-01-07,208.98
2023-01-08,187.86
2023-01-09,220.94
2023-01-10,188.13
2023-01-11,209.37
2023-01-12,221.47
2023-01-13,210.27
2023-01-14,209.43
2023-01-15,214.42
2023-01-16,202.94
2023-01-17,197.2
2023-01-18,209.8
2023-01-19,207.63
2023-01-20,196.15
2023-01-21,218.9
2023-01-22,217.46
2023-01-23,200.48
2023-01-24,188.77
2023-01-25,209.64
2023-01-26,220.65
2023-01-27,213.61
2023-01-28,212.84
2023-01-29,208.65
2023-01-30,215.57
2023-01-31,225.33
2023-02-01,208.19
2023-02-02,200.51
2023-02-03,220.51
2023-02-04,205.64
2023-02-05,201.53
2023-02-06,224.53
2023-02-07,220.98
2023-02-08,207.52
2023-02-09,226.35
2023-02-10,215.55
2023-02-11,231.88
2023-02-12,209.41
2023-02-13,214.2
2023-02-14,218.27
2023-02-15,218.05
2023-02-16,221.47
2023-02-17,226.53
2023-02-18,219.22
2023-02-19,242.03
2023-02-20,223.67
2023-02-21,222.03
2023-02-22,218.83
2023-02-23,242.36
2023-02-24,224.14
2023-02-25,219.41
2023-02-26,218.38
2023-02-27,222.83
2023-02-28,221.83
2023-03-01,204.41
2023-03-02,225.47
2023-03-03,229.95
2023-03-04,233.1
2023-03-05,240.81
2023-03-06,245.78
2023-03-07,247.56
2023-03-08,233.11
2023-03-09,218.03
2023-03-10,237.7
2023-03-11,233.19
2023-03-12,233.31
2023-03-13,220.58
2023-03-14,219.85
2023-03-15,231.56
2023-03-16,231.54
2023-03-17,237.74
2023-03-18,227.27
2023-03-19,242.5
2023-03-20,234.79
2023-03-21,231.91
2023-03-22,222.58
2023-03-23,240.71
2023-03-24,229.09
2023-03-25,229.69
2023-03-26,231.84
2023-03-27,261.6
2023-03-28,239.61
2023-03-29,235.71
2023-03-30,247.18
2023-03-31,259.24
2023-04-01,245.12
2023-04-02,247.9
2023-04-03,230.63
2023-04-04,245.1
2023-04-05,236.89
2023-04-06,246.72
2023-04-07,225.24
2023-04-08,252.58
2023-04-09,224.05
2023-04-10,239.07
2023-04-11,242.11
2023-04-12,237.62
2023-04-13,244.72
2023-04-14,241.3
2023-04-15,242.38
2023-04-16,233.58
2023-04-17,236.18
2023-04-18,230.83
2023-04-19,232.65
2023-04-20,270.07
2023-04-21,241.93
2023-04-22,238.86
2023-04-23,224.94
2023-04-24,238.18
2023-04-25,236.77
2023-04-26,245.14
2023-04-27,248.6
2023-04-28,246.37
2023-04-29,227.6
2023-04-30,258.36
2023-05-01,259.63
2023-05-02,236.32
2023-05-03,244.26
2023-05-04,256.93
2023-05-05,231.71
2023-05-06,196.46
2023-05-07,230.51
2023-05-08,276.02
2023-05-09,254.37
2023-05-10,222.73
2023-05-11,243.65
2023-05-12,242.26
2023-05-13,238.3
2023-05-14,248.34
2023-05-15,263.08
2023-05-16,237.45
2023-05-17,247.3
2023-05-18,256.59
2023-05-19,235.45
2023-05-20,250.89
2023-05-21,256.51
2023-05-22,235.14
2023-05-23,259.43
2023-05-24,260.53
2023-05-25,264.46
2023-05-26,252.27
2023-05-27,241.7
2023-05-28,249.27
2023-05-29,243.98
2023-05-30,250.5
2023-05-31,249.65
2023-06-01,229.18
2023-06-02,248.01
2023-06-03,244.73
2023-06-04,245.8
2023-06-05,234.28
2023-06-06,234.88
2023-06-07,245.57
2023-06-08,258.71
2023-06-09,234.58
2023-06-10,231.43
2023-06-11,256.95
2023-06-12,246.16
2023-06-13,259.1
2023-06-14,236.1
2023-06-15,251.49
2023-06-16,255.38
2023-06-17,237.26
2023-06-18,246.39
2023-06-19,243.31
2023-06-20,228.1
2023-06-21,232.0
2023-06-22,228.7
2023-06-23,249.6
2023-06-24,239.83
2023-06-25,238.79
2023-06-26,236.7
2023-06-27,250.66
2023-06-28,234.44
2023-06-29,255.16
2023-06-30,250.28
2023-07-01,236.81
2023-07-02,227.96
2023-07-03,244.22
2023-07-04,255.01
2023-07-05,225.12
2023-07-06,237.38
2023-07-07,221.53
2023-07-08,226.48
2023-07-09,266.98
2023-07-10,228.53
2023-07-11,247.79
2023-07-12,231.3
2023-07-13,216.49
2023-07-14,235.88
2023-07-15,240.76
2023-07-16,232.69
2023-07-17,233.72
2023-07-18,230.3
2023-07-19,248.14
2023-07-20,244.69
2023-07-21,248.78
2023-07-22,240.59
2023-07-23,237.58
2023-07-24,225.71
2023-07-25,238.88
2023-07-26,225.93
2023-07-27,226.8
2023-07-28,237.73
2023-07-29,228.74
2023-07-30,221.98
2023-07-31,234.16
2023-08-01,229.89
2023-08-02,246.92
2023-08-03,236.09
2023-08-04,232.14
2023-08-05,226.0
2023-08-06,233.88
2023-08-07,234.62
2023-08-08,249.88
2023-08-09,229.83
2023-08-10,230.38
2023-08-11,209.02
2023-08-12,238.2
2023-08-13,223.31
2023-08-14,215.92
2023-08-15,234.14
2023-08-16,241.58
2023-08-17,213.15
2023-08-18,231.43
2023-08-19,223.23
2023-08-20,233.43
2023-08-21,224.49
2023-08-22,239.51
2023-08-23,238.98
2023-08-24,225.97
2023-08-25,236.25
2023-08-26,241.71
2023-08-27,204.92
2023-08-28,225.4
2023-08-29,218.05
2023-08-30,237.49
2023-08-31,214.75
2023-09-01,235.7
2023-09-02,225.37
2023-09-03,223.0
2023-09-04,217.14
2023-09-05,212.46
2023-09-06,221.05
2023-09-07,227.34
2023-09-08,204.35
2023-09-09,213.69
2023-09-10,215.51
2023-09-11,225.83
2023-09-12,210.47
2023-09-13,210.28
2023-09-14,218.4
2023-09-15,248.41
2023-09-16,225.22
2023-09-17,216.8
2023-09-18,226.08
2023-09-19,219.14
2023-09-20,230.24
2023-09-21,219.82
2023-09-22,210.28
2023-09-23,225.66
2023-09-24,240.31
2023-09-25,247.52
2023-09-26,219.32
2023-09-27,208.23
2023-09-28,191.76
2023-09-29,212.44
2023-09-30,213.54
2023-10-01,215.83
2023-10-02,205.31
2023-10-03,224.04
2023-10-04,207.74
2023-10-05,216.17
2023-10-06,213.42
2023-10-07,212.63
2023-10-08,219.23
2023-10-09,196.41
2023-10-10,222.61
2023-10-11,223.51
2023-10-12,208.33
2023-10-13,219.19
2023-10-14,218.42
2023-10-15,206.69
2023-10-16,209.64
2023-10-17,197.25
2023-10-18,225.39
2023-10-19,214.9
2023-10-20,204.95
2023-10-21,221.93
2023-10-22,211.52
2023-10-23,209.35
2023-10-24,209.36
2023-10-25,221.91
2023-10-26,209.14
2023-10-27,257.33
2023-10-28,207.5
2023-10-29,209.5
2023-10-30,221.65
2023-10-31,213.13
2023-11-01,218.44
2023-11-02,202.67
2023-11-03,226.01
2023-11-04,225.9
2023-11-05,204.4
2023-11-06,206.36
2023-11-07,203.8
2023-11-08,207.86
2023-11-09,221.55
2023-11-10,217.31
2023-11-11,199.67
2023-11-12,224.5
2023-11-13,216.4
2023-11-14,225.27
2023-11-15,217.7
2023-11-16,220.07
2023-11-17,207.24
2023-11-18,225.96
2023-11-19,218.6
2023-11-20,186.78
2023-11-21,209.94
2023-11-22,214.18
2023-11-23,221.88
2023-11-24,215.75
2023-11-25,222.28
2023-11-26,205.3
2023-11-27,208.99
2023-11-28,210.81
2023-11-29,219.72
2023-11-30,213.63
2023-12-01,204.36
2023-12-02,211.86
2023-12-03,217.11
2023-12-04,203.15
2023-12-05,213.38
2023-12-06,210.04
2023-12-07,221.38
2023-12-08,212.08
2023-12-09,214.52
2023-12-10,217.33
2023-12-11,218.65
2023-12-12,220.52
2023-12-13,212.2
2023-12-14,214.03
2023-12-15,223.42
2023-12-16,223.28
2023-12-17,227.21
2023-12-18,212.66
2023-12-19,218.37
2023-12-20,225.13
2023-12-21,214.23
2023-12-22,231.97
2023-12-23,209.94
2023-12-24,217.65
2023-12-25,214.64
2023-12-26,234.32
2023-12-27,207.19
2023-12-28,267.65
2023-12-29,231.21
2023-12-30,217.49
2023-12-31,226.85
