date,value
2022-09-07,37.0
2022-09-08,42.1
2022-09-09,39.7
2022-09-10,41.2
2022-09-11,43.2
2022-09-12,53.9
2022-09-13,42.1
2022-09-14,43.9
2022-09-15,41.7
2022-09-16,41.8
2022-09-17,44.9
2022-09-18,43.4
2022-09-19,44.9
2022-09-20,42.8
2022-09-21,41.5
2022-09-22,39.8
2022-09-23,45.7
2022-09-24,39.0
2022-09-25,43.6
2022-09-26,58.4
2022-09-27,42.6
2022-09-28,53.2
2022-09-29,48.0
2022-09-30,40.6
2022-10-01,43.0
2022-10-02,45.6
2022-10-03,44.5
2022-10-04,43.1
2022-10-05,47.7
2022-10-06,48.3
2022-10-07,44.4
2022-10-08,49.0
2022-10-09,47.8
2022-10-10,48.3
2022-10-11,50.7
2022-10-12,48.5
2022-10-13,50.1
2022-10-14,50.2
2022-10-15,52.2
2022-10-16,47.4
2022-10-17,55.2
2022-10-18,50.5
2022-10-19,49.4
2022-10-20,48.6
2022-10-21,48.5
2022-10-22,51.3
2022-10-23,51.9
2022-10-24,53.0
2022-10-25,51.1
2022-10-26,55.7
2022-10-27,52.0
2022-10-28,51.3
2022-10-29,53.1
2022-10-30,54.2
2022-10-31,51.8
2022-11-01,56.9
2022-11-02,52.1
2022-11-03,49.7
2022-11-04,56.4
2022-11-05,54.9
2022-11-06,52.4
2022-11-07,56.4
2022-11-08,58.4
2022-11-09,58.4
2022-11-10,57.4
2022-11-11,55.7
2022-11-12,55.9
2022-11-13,63.1
2022-11-14,56.0
2022-11-15,53.4
2022-11-16,62.4
2022-11-17,64.3
2022-11-18,53.7
2022-11-19,61.5
2022-11-20,54.2
2022-11-21,53.6
2022-11-22,57.9
2022-11-23,53.0
2022-11-24,72.3
2022-11-25,62.1
2022-11-26,58.9
2022-11-27,55.9
2022-11-28,60.2
2022-11-29,57.9
2022-11-30,60.2
2022-12-01,63.9
2022-12-02,60.4
2022-12-03,57.7
2022-12-04,61.3
2022-12-05,57.1
2022-12-06,57.3
2022-12-07,65.1
2022-12-08,57.7
2022-12-09,59.5
2022-12-10,62.5
2022-12-11,64.5
2022-12-12,53.9
2022-12-13,60.8
2022-12-14,58.9
2022-12-15,70.2
2022-12-16,59.5
2022-12-17,60.4
2022-12-18,57.0
2022-12-19,62.9
2022-12-20,60.0
2022-12-21,63.0
2022-12-22,63.7
2022-12-23,54.4
2022-12-24,54.8
2022-12-25,65.2
2022-12-26,61.0
2022-12-27,60.5
2022-12-28,63.6
2022-12-29,62.6
2022-12-30,73.1
2022-12-31,58.5
2023-01-01,58.0
2023-01-02,61.3
2023-01-03,62.8
2023-01-04,59.2
2023-01-05,63.4
2023-01-06,60.7
2023-01-07,60.5
2023-01-08,58.3
2023-01-09,59.5
2023-01-10,62.1
2023-01-11,57.7
2023-01-12,67.9
2023-01-13,63.7
2023-01-14,61.8
2023-01-15,62.9
2023-01-16,57.8
2023-01-17,61.1
2023-01-18,62.3
2023-01-19,56.0
2023-01-20,56.2
2023-01-21,60.8
2023-01-22,56.8
2023-01-23,57.6
2023-01-24,58.9
2023-01-25,57.4
2023-01-26,52.4
2023-01-27,63.6
2023-01-28,56.4
2023-01-29,57.7
2023-01-30,60.6
2023-01-31,60.9
2023-02-01,55.5
2023-02-02,62.9
2023-02-03,60.0
2023-02-04,57.1
2023-02-05,61.0
2023-02-06,62.7
2023-02-07,57.6
2023-02-08,60.5
2023-02-09,56.6
2023-02-10,55.5
2023-02-11,59.6
2023-02-12,58.4
2023-02-13,54.4
2023-02-14,62.4
2023-02-15,57.4
2023-02-16,54.6
2023-02-17,59.6
2023-02-18,53.8
2023-02-19,56.5
2023-02-20,57.5
2023-02-21,53.0
2023-02-22,58.7
2023-02-23,56.6
2023-02-24,56.3
2023-02-25,56.2
2023-02-26,60.1
2023-02-27,52.6
2023-02-28,54.2
2023-03-01,57.9
2023-03-02,52.4
2023-03-03,53.9
2023-03-04,58.3
2023-03-05,50.0
2023-03-06,53.9
2023-03-07,59.2
2023-03-08,49.8
2023-03-09,52.0
2023-03-10,55.1
2023-03-11,54.5
2023-03-12,50.5
2023-03-13,52.1
2023-03-14,48.1
2023-03-15,48.0
2023-03-16,53.3
2023-03-17,46.6
2023-03-18,50.7
2023-03-19,50.9
2023-03-20,51.5
2023-03-21,55.3
2023-03-22,53.7
2023-03-23,51.6
2023-03-24,46.8
2023-03-25,50.2
2023-03-26,44.9
2023-03-27,48.7
2023-03-28,50.6
2023-03-29,45.5
2023-03-30,41.0
2023-03-31,48.0
2023-04-01,58.6
2023-04-02,43.8
2023-04-03,50.8
2023-04-04,41.0
2023-04-05,45.5
2023-04-06,48.4
2023-04-07,41.8
2023-04-08,48.3
2023-04-09,42.1
2023-04-10,41.9
2023-04-11,41.3
2023-04-12,44.2
2023-04-13,44.1
2023-04-14,42.5
2023-04-15,50.3
2023-04-16,40.9
2023-04-17,40.1
2023-04-18,41.1
2023-04-19,41.0
2023-04-20,40.7
2023-04-21,40.1
2023-04-22,47.2
2023-04-23,39.9
2023-04-24,42.4
2023-04-25,36.4
2023-04-26,43.9
2023-04-27,40.2
2023-04-28,40.2
2023-04-29,36.7
2023-04-30,39.1
2023-05-01,36.1
2023-05-02,37.1
2023-05-03,42.7
2023-05-04,37.1
2023-05-05,35.3
2023-05-06,37.3
2023-05-07,38.5
2023-05-08,36.4
2023-05-09,39.8
2023-05-10,37.4
2023-05-11,35.2
2023-05-12,38.4
2023-05-13,38.4
2023-05-14,35.7
2023-05-15,47.8
2023-05-16,31.6
2023-05-17,34.0
2023-05-18,37.1
2023-05-19,33.4
2023-05-20,36.5
2023-05-21,38.5
2023-05-22,33.6
2023-05-23,34.7
2023-05-24,34.8
2023-05-25,32.5
2023-05-26,30.7
2023-05-27,37.3
2023-05-28,30.4
2023-05-29,33.0
2023-05-30,36.6
2023-05-31,35.6
2023-06-01,29.9
2023-06-02,38.3
2023-06-03,32.1
2023-06-04,33.3
2023-06-05,32.2
2023-06-06,32.9
2023-06-07,35.5
2023-06-08,35.0
2023-06-09,29.9
2023-06-10,30.9
2023-06-11,35.6
2023-06-12,31.4
2023-06-13,38.9
2023-06-14,30.7
2023-06-15,31.6
2023-06-16,32.8
2023-06-17,32.8
2023-06-18,31.4
2023-06-19,27.4
2023-06-20,36.9
2023-06-21,30.1
2023-06-22,33.1
2023-06-23,31.1
2023-06-24,25.3
2023-06-25,28.1
2023-06-26,33.1
2023-06-27,30.0
2023-06-28,31.7
2023-06-29,31.7
2023-06-30,30.5
2023-07-01,28.5
2023-07-02,31.7
2023-07-03,27.5
2023-07-04,28.2
2023-07-05,33.3
2023-07-06,37.5
2023-07-07,28.5
2023-07-08,44.6
2023-07-09,30.6
2023-07-10,27.1
2023-07-11,31.8
2023-07-12,30.7
2023-07-13,31.9
2023-07-14,32.5
2023-07-15,44.3
2023-07-16,26.0
2023-07-17,32.4
2023-07-18,29.9
2023-07-19,30.6
2023-07-20,29.9
2023-07-21,32.3
2023-07-22,27.2
2023-07-23,37.0
2023-07-24,31.7
2023-07-25,33.6
2023-07-26,33.4
2023-07-27,32.1
2023-07-28,28.3
2023-07-29,35.3
2023-07-30,30.0
2023-07-31,29.6
2023-08-01,33.5
2023-08-02,31.7
2023-08-03,29.5
2023-08-04,33.6
2023-08-05,43.9
2023-08-06,32.5
2023-08-07,33.1
2023-08-08,31.7
2023-08-09,36.1
2023-08-10,38.7
2023-08-11,36.1
2023-08-12,34.6
2023-08-13,35.7
2023-08-14,35.7
2023-08-15,49.6
2023-08-16,36.6
2023-08-17,35.3
2023-08-18,34.0
2023-08-19,35.8
2023-08-20,36.0
2023-08-21,37.4
2023-08-22,38.9
2023-08-23,36.8
2023-08-24,50.9
2023-08-25,40.7
2023-08-26,36.9
2023-08-27,39.5
2023-08-28,53.1
2023-08-29,36.8
2023-08-30,34.6
2023-08-31,54.2
2023-09-01,36.1
2023-09-02,37.3
2023-09-03,40.2
2023-09-04,37.8
2023-09-05,38.1
2023-09-06,39.9
2023-09-07,36.3
2023-09-08,37.6
2023-09-09,42.9
2023-09-10,39.1
2023-09-11,41.5
2023-09-12,44.4
2023-09-13,43.3
2023-09-14,38.1
2023-09-15,42.0
2023-09-16,44.8
2023-09-17,52.8
2023-09-18,46.6
2023-09-19,35.1
2023-09-20,40.9
2023-09-21,44.8
2023-09-22,50.9
2023-09-23,39.4
2023-09-24,44.9
2023-09-25,45.2
2023-09-26,46.0
2023-09-27,42.6
2023-09-28,43.1
2023-09-29,43.0
2023-09-30,43.7
2023-10-01,48.3
2023-10-02,47.5
2023-10-03,45.3
2023-10-04,45.3
2023-10-05,47.5
2023-10-06,44.3
2023-10-07,42.9
2023-10-08,46.8
2023-10-09,47.9
2023-10-10,46.7
2023-10-11,46.9
2023-10-12,49.1
2023-10-13,48.9
2023-10-14,46.6
2023-10-15,46.8
2023-10-16,61.7
2023-10-17,50.5
2023-10-18,47.9
2023-10-19,49.2
2023-10-20,53.5
2023-10-21,47.9
2023-10-22,49.6
2023-10-23,51.8
2023-10-24,52.2
2023-10-25,50.1
2023-10-26,49.2
2023-10-27,54.1
2023-10-28,63.6
2023-10-29,54.4
2023-10-30,53.7
2023-10-31,53.7
2023-11-01,53.9
2023-11-02,52.6
2023-11-03,50.7
2023-11-04,49.8
2023-11-05,63.4
2023-11-06,50.7
2023-11-07,54.8
2023-11-08,54.1
2023-11-09,55.7
2023-11-10,53.9
2023-11-11,62.4
2023-11-12,54.5
2023-11-13,55.8
2023-11-14,62.2
2023-11-15,57.7
2023-11-16,55.7
2023-11-17,58.7
2023-11-18,52.9
2023-11-19,59.8
2023-11-20,56.1
2023-11-21,56.1
2023-11-22,54.9
2023-11-23,55.4
2023-11-24,54.3
2023-11-25,57.4
2023-11-26,55.8
2023-11-27,55.8
2023-11-28,58.4
2023-11-29,57.5
2023-11-30,53.6
2023-12-01,58.1
2023-12-02,62.5
2023-12-03,59.4
2023-12-04,61.1
2023-12-05,59.9
2023-12-06,59.1
2023-12-07,58.5
2023-12-08,57.9
2023-12-09,54.3
2023-12-10,58.4
2023-12-11,57.0
2023-12-12,60.7
2023-12-13,58.2
2023-12-14,60.0
2023-12-15,61.4
2023-12-16,59.1
2023-12-17,55.7
2023-12-18,59.1
2023-12-19,59.1
2023-12-20,69.2
2023-12-21,57.7
2023-12-22,61.0
2023-12-23,56.4
2023-12-24,61.5
2023-12-25,63.6
2023-12-26,59.7
2023-12-27,59.3
2023-12-28,59.5
2023-12-29,59.3
2023-12-30,62.0
2023-12-31,63.3
