date,value
2022-11-14,5.6
2022-11-15,10.1
2022-11-16,14.9
2022-11-17,1.0
2022-11-18,9.1
2022-11-19,9.0
2022-11-20,18.7
2022-11-21,6.2
2022-11-22,5.0
2022-11-23,8.5
2022-11-24,8.2
2022-11-25,11.5
2022-11-26,6.8
2022-11-27,12.7
2022-11-28,1.7
2022-11-29,3.4
2022-11-30,3.3
2022-12-01,13.4
2022-12-02,3.2
2022-12-03,16.9
2022-12-04,0.8
2022-12-05,18.0
2022-12-06,6.1
2022-12-07,17.8
2022-12-08,1.0
2022-12-09,12.0
2022-12-10,-1.5
2022-12-11,16.7
2022-12-12,5.0
2022-12-13,12.0
2022-12-14,6.4
2022-12-15,10.2
2022-12-16,-0.7
2022-12-17,-7.7
2022-12-18,-8.3
2022-12-19,-0.8
2022-12-20,-0.7
2022-12-21,-12.7
2022-12-22,9.9
2022-12-23,4.2
2022-12-24,-9.3
2022-12-25,-3.4
2022-12-26,0.8
2022-12-27,-6.9
2022-12-28,11.2
2022-12-29,3.0
2022-12-30,9.4
2022-12-31,6.8
2023-01-01,6.8
2023-01-02,-1.8
2023-01-03,2.7
2023-01-04,5.8
2023-01-05,7.5
2023-01-06,8.5
2023-01-07,7.4
2023-01-08,4.6
2023-01-09,1.2
2023-01-10,12.0
2023-01-11,7.5
2023-01-12,8.3
2023-01-13,11.0
2023-01-14,8.3
2023-01-15,11.1
2023-01-16,6.6
2023-01-17,19.1
2023-01-18,6.3
2023-01-19,9.8
2023-01-20,12.2
2023-01-21,14.3
2023-01-22,11.3
2023-01-23,17.6
2023-01-24,4.7
2023-01-25,8.5
2023-01-26,8.6
2023-01-27,4.6
2023-01-28,8.1
2023-01-29,10.5
2023-01-30,9.7
2023-01-31,11.7
2023-02-01,12.5
2023-02-02,10.4
2023-02-03,12.2
2023-02-04,21.9
2023-02-05,10.9
2023-02-06,11.3
2023-02-07,13.7
2023-02-08,8.4
2023-02-09,13.5
2023-02-10,8.4
2023-02-11,0.3
2023-02-12,3.5
2023-02-13,14.0
2023-02-14,19.6
2023-02-15,17.9
2023-02-16,14.2
2023-02-17,18.9
2023-02-18,13.9
2023-02-19,17.9
2023-02-20,12.0
2023-02-21,15.7
2023-02-22,15.1
2023-02-23,26.0
2023-02-24,8.5
2023-02-25,21.3
2023-02-26,11.5
2023-02-27,22.0
2023-02-28,12.0
2023-03-01,15.1
2023-03-02,17.0
2023-03-03,17.1
2023-03-04,13.0
2023-03-05,25.7
2023-03-06,13.1
2023-03-07,11.5
2023-03-08,14.0
2023-03-09,16.2
2023-03-10,22.8
2023-03-11,14.8
2023-03-12,13.9
2023-03-13,26.4
2023-03-14,20.2
2023-03-15,18.2
2023-03-16,18.1
2023-03-17,25.8
2023-03-18,13.9
2023-03-19,20.4
2023-03-20,23.8
2023-03-21,24.0
2023-03-22,22.8
2023-03-23,18.6
2023-03-24,24.5
2023-03-25,26.0
2023-03-26,20.8
2023-03-27,24.7
2023-03-28,25.8
2023-03-29,18.1
2023-03-30,24.5
2023-03-31,28.8
2023-04-01,20.4
2023-04-02,11.5
2023-04-03,29.7
2023-04-04,24.5
2023-04-05,27.5
2023-04-06,22.1
2023-04-07,23.8
2023-04-08,27.2
2023-04-09,24.9
2023-04-10,28.4
2023-04-11,30.9
2023-04-12,35.7
2023-04-13,21.1
2023-04-14,24.5
2023-04-15,25.8
2023-04-16,36.6
2023-04-17,25.2
2023-04-18,28.4
2023-04-19,28.3
2023-04-20,29.6
2023-04-21,21.1
2023-04-22,36.9
2023-04-23,26.4
2023-04-24,28.2
2023-04-25,20.2
2023-04-26,27.5
2023-04-27,37.7
2023-04-28,18.3
2023-04-29,28.9
2023-04-30,32.7
2023-05-01,36.7
2023-05-02,39.9
2023-05-03,32.1
2023-05-04,37.7
2023-05-05,35.1
2023-05-06,36.2
2023-05-07,23.8
2023-05-08,27.0
2023-05-09,28.3
2023-05-10,29.8
2023-05-11,32.5
2023-05-12,34.6
2023-05-13,32.8
2023-05-14,23.7
2023-05-15,33.8
2023-05-16,21.3
2023-05-17,40.0
2023-05-18,30.1
2023-05-19,33.3
2023-05-20,39.4
2023-05-21,27.3
2023-05-22,39.3
2023-05-23,30.7
2023-05-24,32.5
2023-05-25,48.2
2023-05-26,51.3
2023-05-27,37.0
2023-05-28,36.8
2023-05-29,38.0
2023-05-30,36.0
2023-05-31,36.3
2023-06-01,40.7
2023-06-02,41.6
2023-06-03,35.5
2023-06-04,37.9
2023-06-05,34.5
2023-06-06,35.6
2023-06-07,45.7
2023-06-08,42.7
2023-06-09,34.2
2023-06-10,40.3
2023-06-11,41.3
2023-06-12,43.7
2023-06-13,41.9
2023-06-14,45.3
2023-06-15,36.8
2023-06-16,43.1
2023-06-17,38.7
2023-06-18,45.9
2023-06-19,45.9
2023-06-20,43.4
2023-06-21,36.3
2023-06-22,40.2
2023-06-23,43.4
2023-06-24,40.3
2023-06-25,40.9
2023-06-26,42.7
2023-06-27,39.2
2023-06-28,44.4
2023-06-29,36.9
2023-06-30,39.3
2023-07-01,42.6
2023-07-02,47.2
2023-07-03,42.0
2023-07-04,45.2
2023-07-05,41.0
2023-07-06,48.8
2023-07-07,44.9
2023-07-08,43.5
2023-07-09,44.8
2023-07-10,50.4
2023-07-11,53.8
2023-07-12,39.8
2023-07-13,48.9
2023-07-14,37.4
2023-07-15,39.1
2023-07-16,35.2
2023-07-17,36.5
2023-07-18,36.9
2023-07-19,38.9
2023-07-20,39.2
2023-07-21,43.1
2023-07-22,39.3
2023-07-23,49.8
2023-07-24,45.9
2023-07-25,35.0
2023-07-26,41.9
2023-07-27,37.9
2023-07-28,42.7
2023-07-29,40.3
2023-07-30,38.5
2023-07-31,45.4
2023-08-01,30.3
2023-08-02,39.5
2023-08-03,31.6
2023-08-04,44.8
2023-08-05,39.8
2023-08-06,37.4
2023-08-07,34.8
2023-08-08,33.1
2023-08-09,30.2
2023-08-10,39.7
2023-08-11,37.4
2023-08-12,29.9
2023-08-13,43.8
2023-08-14,32.4
2023-08-15,46.9
2023-08-16,41.9
2023-08-17,37.3
2023-08-18,33.4
2023-08-19,41.5
2023-08-20,35.7
2023-08-21,34.1
2023-08-22,43.7
2023-08-23,40.5
2023-08-24,43.4
2023-08-25,38.2
2023-08-26,28.1
2023-08-27,43.6
2023-08-28,31.8
2023-08-29,32.4
2023-08-30,36.6
2023-08-31,31.7
2023-09-01,37.3
2023-09-02,32.2
2023-09-03,27.3
2023-09-04,33.8
2023-09-05,38.8
2023-09-06,39.9
2023-09-07,36.1
2023-09-08,39.3
2023-09-09,38.5
2023-09-10,22.1
2023-09-11,37.0
2023-09-12,38.4
2023-09-13,29.9
2023-09-14,33.6
2023-09-15,30.3
2023-09-16,35.2
2023-09-17,37.8
2023-09-18,34.4
2023-09-19,24.2
2023-09-20,34.1
2023-09-21,31.2
2023-09-22,26.4
2023-09-23,38.9
2023-09-24,29.8
2023-09-25,25.5
2023-09-26,24.4
2023-09-27,23.8
2023-09-28,29.7
2023-09-29,38.6
2023-09-30,30.6
2023-10-01,33.8
2023-10-02,28.5
2023-10-03,26.4
2023-10-04,20.2
2023-10-05,24.6
2023-10-06,25.7
2023-10-07,23.4
2023-10-08,21.6
2023-10-09,30.6
2023-10-10,16.5
2023-10-11,24.9
2023-10-12,27.4
2023-10-13,21.5
2023-10-14,31.7
2023-10-15,18.4
2023-10-16,26.8
2023-10-17,23.2
2023-10-18,25.3
2023-10-19,16.3
2023-10-20,17.9
2023-10-21,25.4
2023-10-22,24.7
2023-10-23,21.0
2023-10-24,16.9
2023-10-25,30.9
2023-10-26,12.5
2023-10-27,22.8
2023-10-28,19.7
2023-10-29,23.4
2023-10-30,21.1
2023-10-31,14.1
2023-11-01,18.3
2023-11-02,22.7
2023-11-03,26.5
2023-11-04,19.3
2023-11-05,18.5
2023-11-06,21.5
2023-11-07,21.8
2023-11-08,23.6
2023-11-09,9.3
2023-11-10,27.2
2023-11-11,26.0
2023-11-12,19.8
2023-11-13,20.5
2023-11-14,16.1
2023-11-15,13.6
2023-11-16,20.6
2023-11-17,24.9
2023-11-18,27.7
2023-11-19,7.1
2023-11-20,8.1
2023-11-21,20.8
2023-11-22,12.5
2023-11-23,9.1
2023-11-24,16.6
2023-11-25,20.5
2023-11-26,18.4
2023-11-27,11.7
2023-11-28,17.0
2023-11-29,17.0
2023-11-30,26.1
2023-12-01,16.6
2023-12-02,13.0
2023-12-03,14.2
2023-12-04,13.8
2023-12-05,22.3
2023-12-06,9.9
2023-12-07,11.8
2023-12-08,14.0
2023-12-09,11.8
2023-12-10,4.7
2023-12-11,23.5
2023-12-12,10.8
2023-12-13,12.8
2023-12-14,7.2
2023-12-15,13.9
2023-12-16,10.9
2023-12-17,8.8
2023-12-18,14.3
2023-12-19,5.8
2023-12-20,14.5
2023-12-21,12.1
2023-12-22,20.1
2023-12-23,14.2
2023-12-24,9.6
2023-12-25,18.4
2023-12-26,12.9
2023-12-27,13.5
2023-12-28,15.1
2023-12-29,9.8
2023-12-30,17.0
2023-12-31,16.8
