date,value
2022-07-11,3.47
2022-07-12,3.41
2022-07-13,3.26
2022-07-14,3.4
2022-07-15,3.42
2022-07-16,3.29
2022-07-17,3.4
2022-07-18,3.39
2022-07-19,3.26
2022-07-20,3.71
2022-07-21,3.73
2022-07-22,3.78
2022-07-23,3.78
2022-07-24,3.53
2022-07-25,3.57
2022-07-26,3.72
2022-07-27,3.72
2022-07-28,3.71
2022-07-29,4.04
2022-07-30,3.71
2022-07-31,3.77
2022-08-01,3.74
2022-08-02,3.71
2022-08-03,3.61
2022-08-04,3.72
2022-08-05,3.56
2022-08-06,3.61
2022-08-07,3.58
2022-08-08,3.63
2022-08-09,3.85
2022-08-10,3.43
2022-08-11,3.68
2022-08-12,3.45
2022-08-13,3.56
2022-08-14,3.71
2022-08-15,3.6
2022-08-16,3.48
2022-08-17,3.51
2022-08-18,3.65
2022-08-19,3.5
2022-08-20,3.59
2022-08-21,3.57
2022-08-22,3.49
2022-08-23,3.77
2022-08-24,3.61
2022-08-25,3.34
2022-08-26,3.55
2022-08-27,3.46
2022-08-28,3.61
2022-08-29,3.44
2022-08-30,3.5
2022-08-31,3.55
2022-09-01,3.58
2022-09-02,3.37
2022-09-03,3.45
2022-09-04,3.43
2022-09-05,3.41
2022-09-06,3.64
2022-09-07,3.5
2022-09-08,3.32
2022-09-09,3.53
2022-09-10,3.65
2022-09-11,3.53
2022-09-12,3.27
2022-09-13,3.37
2022-09-14,3.53
2022-09-15,3.33
2022-09-16,3.44
2022-09-17,3.46
2022-09-18,3.29
2022-09-19,3.37
2022-09-20,3.04
2022-09-21,3.25
2022-09-22,3.32
2022-09-23,3.22
2022-09-24,3.5
2022-09-25,3.18
2022-09-26,3.27
2022-09-27,3.32
2022-09-28,3.45
2022-09-29,3.15
2022-09-30,3.4
2022-10-01,3.28
2022-10-02,3.18
2022-10-03,3.31
2022-10-04,3.28
2022-10-05,3.19
2022-10-06,3.25
2022-10-07,3.2
2022-10-08,3.24
2022-10-09,3.29
2022-10-10,3.37
2022-10-11,3.08
2022-10-12,3.41
2022-10-13,3.0
2022-10-14,3.17
2022-10-15,3.23
2022-10-16,3.2
2022-10-17,3.1
2022-10-18,3.13
2022-10-19,3.1
2022-10-20,3.08
2022-10-21,3.22
2022-10-22,3.16
2022-10-23,3.05
2022-10-24,3.2
2022-10-25,3.13
2022-10-26,3.18
2022-10-27,3.15
2022-10-28,3.0
2022-10-29,3.02
2022-10-30,3.14
2022-10-31,3.12
2022-11-01,3.05
2022-11-02,3.06
2022-11-03,3.17
2022-11-04,2.98
2022-11-05,3.09
2022-11-06,3.01
2022-11-07,3.0
2022-11-08,3.12
2022-11-09,3.09
2022-11-10,3.08
2022-11-11,3.13
2022-11-12,2.99
2022-11-13,3.05
2022-11-14,2.95
2022-11-15,3.01
2022-11-16,2.96
2022-11-17,2.97
2022-11-18,3.02
2022-11-19,2.87
2022-11-20,3.16
2022-11-21,2.84
2022-11-22,2.82
2022-11-23,3.05
2022-11-24,3.01
2022-11-25,2.99
2022-11-26,2.99
2022-11-27,2.92
2022-11-28,2.83
2022-11-29,2.92
2022-11-30,2.84
2022-12-01,3.0
2022-12-02,2.89
2022-12-03,2.82
2022-12-04,2.86
2022-12-05,2.93
2022-12-06,2.83
2022-12-07,2.8
2022-12-08,2.91
2022-12-09,2.91
2022-12-10,2.83
2022-12-11,2.83
2022-12-12,2.9
2022-12-13,2.73
2022-12-14,2.73
2022-12-15,2.8
2022-12-16,2.85
2022-12-17,2.9
2022-12-18,3.01
2022-12-19,2.95
2022-12-20,2.85
2022-12-21,2.86
2022-12-22,2.76
2022-12-23,2.86
2022-12-24,2.83
2022-12-25,2.89
2022-12-26,2.78
2022-12-27,2.91
2022-12-28,3.02
2022-12-29,2.85
2022-12-30,2.9
2022-12-31,2.93
2023-01-01,2.82
2023-01-02,2.89
2023-01-03,2.87
2023-01-04,2.88
2023-01-05,2.79
2023-01-06,2.87
2023-01-07,2.92
2023-01-08,3.02
2023-01-09,2.97
2023-01-10,3.09
2023-01-11,2.81
2023-01-12,2.97
2023-01-13,2.91
2023-01-14,3.11
2023-01-15,2.81
2023-01-16,2.81
2023-01-17,2.84
2023-01-18,2.69
2023-01-19,2.85
2023-01-20,2.83
2023-01-21,2.93
2023-01-22,2.95
2023-01-23,3.11
2023-01-24,3.02
2023-01-25,2.87
2023-01-26,2.84
2023-01-27,2.99
2023-01-28,2.81
2023-01-29,3.13
2023-01-30,3.07
2023-01-31,2.91
2023-02-01,2.79
2023-02-02,3.11
2023-02-03,2.96
2023-02-04,3.1
2023-02-05,2.83
2023-02-06,2.93
2023-02-07,3.0
2023-02-08,3.01
2023-02-09,2.97
2023-02-10,3.08
2023-02-11,2.92
2023-02-12,3.02
2023-02-13,3.05
2023-02-14,3.1
2023-02-15,3.12
2023-02-16,2.95
2023-02-17,2.91
2023-02-18,3.2
2023-02-19,3.11
2023-02-20,3.01
2023-02-21,3.25
2023-02-22,3.11
2023-02-23,3.23
2023-02-24,3.12
2023-02-25,3.33
2023-02-26,3.31
2023-02-27,3.12
2023-02-28,3.25
2023-03-01,3.22
2023-03-02,3.3
2023-03-03,3.08
2023-03-04,3.25
2023-03-05,3.3
2023-03-06,3.02
2023-03-07,3.09
2023-03-08,3.01
2023-03-09,3.2
2023-03-10,3.31
2023-03-11,3.4
2023-03-12,3.26
2023-03-13,3.43
2023-03-14,3.13
2023-03-15,3.11
2023-03-16,3.28
2023-03-17,3.34
2023-03-18,3.31
2023-03-19,3.11
2023-03-20,3.32
2023-03-21,3.21
2023-03-22,3.41
2023-03-23,3.39
2023-03-24,3.27
2023-03-25,3.32
2023-03-26,3.28
2023-03-27,3.39
2023-03-28,3.5
2023-03-29,3.31
2023-03-30,3.47
2023-03-31,3.38
2023-04-01,3.36
2023-04-02,3.44
2023-04-03,3.36
2023-04-04,3.41
2023-04-05,3.36
2023-04-06,3.69
2023-04-07,3.5
2023-04-08,3.44
2023-04-09,3.54
2023-04-10,3.52
2023-04-11,3.52
2023-04-12,3.61
2023-04-13,3.63
2023-04-14,3.51
2023-04-15,3.52
2023-04-16,3.56
2023-04-17,3.36
2023-04-18,3.45
2023-04-19,3.75
2023-04-20,3.79
2023-04-21,3.61
2023-04-22,3.7
2023-04-23,3.68
2023-04-24,3.97
2023-04-25,3.78
2023-04-26,3.66
2023-04-27,3.59
2023-04-28,3.53
2023-04-29,3.72
2023-04-30,3.64
2023-05-01,3.58
2023-05-02,3.66
2023-05-03,3.63
2023-05-04,3.91
2023-05-05,3.84
2023-05-06,3.76
2023-05-07,3.92
2023-05-08,3.79
2023-05-09,3.7
2023-05-10,3.95
2023-05-11,3.86
2023-05-12,3.71
2023-05-13,3.8
2023-05-14,3.74
2023-05-15,3.69
2023-05-16,3.93
2023-05-17,4.04
2023-05-18,3.71
2023-05-19,3.92
2023-05-20,3.8
2023-05-21,3.83
2023-05-22,3.82
2023-05-23,3.8
2023-05-24,3.9
2023-05-25,3.82
2023-05-26,3.93
2023-05-27,3.91
2023-05-28,3.9
2023-05-29,3.83
2023-05-30,3.87
2023-05-31,4.01
2023-06-01,3.99
2023-06-02,3.85
2023-06-03,3.96
2023-06-04,4.03
2023-06-05,3.8
2023-06-06,4.02
2023-06-07,3.91
2023-06-08,4.03
2023-06-09,3.91
2023-06-10,3.81
2023-06-11,3.83
2023-06-12,4.0
2023-06-13,4.03
2023-06-14,3.91
2023-06-15,4.07
2023-06-16,3.84
2023-06-17,4.01
2023-06-18,3.9
2023-06-19,3.95
2023-06-20,4.03
2023-06-21,3.94
2023-06-22,3.99
2023-06-23,4.13
2023-06-24,3.98
2023-06-25,4.12
2023-06-26,3.92
2023-06-27,4.09
2023-06-28,4.19
2023-06-29,3.8
2023-06-30,3.96
2023-07-01,4.1
2023-07-02,4.03
2023-07-03,4.09
2023-07-04,3.99
2023-07-05,4.06
2023-07-06,4.03
2023-07-07,4.17
2023-07-08,4.08
2023-07-09,4.08
2023-07-10,4.01
2023-07-11,4.0
2023-07-12,4.01
2023-07-13,4.09
2023-07-14,4.01
2023-07-15,4.08
2023-07-16,4.26
2023-07-17,4.13
2023-07-18,4.01
2023-07-19,4.17
2023-07-20,4.0
2023-07-21,3.84
2023-07-22,3.94
2023-07-23,3.85
2023-07-24,4.0
2023-07-25,4.04
2023-07-26,4.2
2023-07-27,4.06
2023-07-28,4.01
2023-07-29,4.11
2023-07-30,3.8
2023-07-31,4.04
2023-08-01,4.09
2023-08-02,3.86
2023-08-03,4.12
2023-08-04,4.04
2023-08-05,3.96
2023-08-06,4.06
2023-08-07,4.22
2023-08-08,4.01
2023-08-09,4.01
2023-08-10,3.94
2023-08-11,3.89
2023-08-12,4.06
2023-08-13,3.88
2023-08-14,3.97
2023-08-15,3.91
2023-08-16,4.0
2023-08-17,3.98
2023-08-18,4.05
2023-08-19,3.89
2023-08-20,3.91
2023-08-21,3.83
2023-08-22,3.88
2023-08-23,3.96
2023-08-24,3.99
2023-08-25,3.81
2023-08-26,3.99
2023-08-27,4.03
2023-08-28,3.93
2023-08-29,4.07
2023-08-30,3.8
2023-08-31,3.75
2023-09-01,3.69
2023-09-02,4.01
2023-09-03,3.92
2023-09-04,3.84
2023-09-05,3.87
2023-09-06,3.72
2023-09-07,4.07
2023-09-08,3.83
2023-09-09,3.82
2023-09-10,3.88
2023-09-11,3.84
2023-09-12,3.81
2023-09-13,3.7
2023-09-14,3.82
2023-09-15,3.96
2023-09-16,3.89
2023-09-17,3.91
2023-09-18,3.69
2023-09-19,3.64
2023-09-20,3.72
2023-09-21,3.73
2023-09-22,3.83
2023-09-23,3.54
2023-09-24,3.85
2023-09-25,3.68
2023-09-26,3.64
2023-09-27,3.58
2023-09-28,3.51
2023-09-29,3.75
2023-09-30,3.66
2023-10-01,3.52
2023-10-02,3.51
2023-10-03,3.6
2023-10-04,3.79
2023-10-05,3.59
2023-10-06,3.46
2023-10-07,3.58
2023-10-08,3.57
2023-10-09,3.32
2023-10-10,3.57
2023-10-11,3.55
2023-10-12,3.63
2023-10-13,3.74
2023-10-14,3.66
2023-10-15,3.52
2023-10-16,3.42
2023-10-17,3.79
2023-10-18,3.53
2023-10-19,3.51
2023-10-20,3.5
2023-10-21,3.52
2023-10-22,3.48
2023-10-23,3.43
2023-10-24,3.42
2023-10-25,3.47
2023-10-26,3.41
2023-10-27,3.39
2023-10-28,3.46
2023-10-29,3.42
2023-10-30,3.59
2023-10-31,3.17
2023-11-01,3.53
2023-11-02,3.54
2023-11-03,3.2
2023-11-04,3.37
2023-11-05,3.36
2023-11-06,3.25
2023-11-07,3.31
2023-11-08,3.27
2023-11-09,3.55
2023-11-10,3.46
2023-11-11,3.49
2023-11-12,3.43
2023-11-13,3.24
2023-11-14,3.29
2023-11-15,3.39
2023-11-16,3.21
2023-11-17,3.4
2023-11-18,3.3
2023-11-19,3.28
2023-11-20,3.39
2023-11-21,3.36
2023-11-22,3.27
2023-11-23,3.42
2023-11-24,3.19
2023-11-25,3.36
2023-11-26,3.35
2023-11-27,3.25
2023-11-28,3.31
2023-11-29,3.15
2023-11-30,3.37
2023-12-01,3.25
2023-12-02,3.21
2023-12-03,3.37
2023-12-04,3.19
2023-12-05,3.12
2023-12-06,3.1
2023-12-07,3.31
2023-12-08,3.12
2023-12-09,3.42
2023-12-10,3.04
2023-12-11,3.41
2023-12-12,3.26
2023-12-13,3.23
2023-12-14,3.18
2023-12-15,3.28
2023-12-16,3.23
2023-12-17,3.34
2023-12-18,3.24
2023-12-19,3.25
2023-12-20,3.19
2023-12-21,3.22
2023-12-22,3.26
2023-12-23,3.06
2023-12-24,3.09
2023-12-25,3.3
2023-12-26,3.24
2023-12-27,3.21
2023-12-28,3.23
2023-12-29,3.26
2023-12-30,3.17
2023-12-31,3.15
